"infinitive","infinitive_english","mood","mood_english","tense","tense_english","verb_english","form_1s","form_2s","form_3s","form_1p","form_2p","form_3p","gerund","gerund_english","pastparticiple","pastparticiple_english"
"consentir","to consent to; to allow, permit; to tolerate, put up with; to admit; to agree, consent","Indicativo","Indicative","Preterito anterior","Preterite (Archaic)","I had consented to","hube consentido","hubiste consentido","hubo consentido","hubimos consentido","hubisteis consentido","hubieron consentido","consintiendo","consenting to","consentido","consented to"
"consentir","to consent to; to allow, permit; to tolerate, put up with; to admit; to agree, consent","Indicativo","Indicative","Condicional perfecto","Conditional Perfect","I would have consented to","habria consentido","habrias consentido","habria consentido","habriamos consentido","habriais consentido","habrian consentido","consintiendo","consenting to","consentido","consented to"
"consentir","to consent to; to allow, permit; to tolerate, put up with; to admit; to agree, consent","Subjuntivo","Subjunctive","Presente","Present","I consent to, am consenting to","consienta","consientas","consienta","consintamos","consintais","consientan","consintiendo","consenting to","consentido","consented to"
"consentir","to consent to; to allow, permit; to tolerate, put up with; to admit; to agree, consent","Subjuntivo","Subjunctive","Imperfecto","Imperfect","I consented to, was consenting to","consintiera","consintieras","consintiera","consintieramos","consintierais","consintieran","consintiendo","consenting to","consentido","consented to"
"consentir","to consent to; to allow, permit; to tolerate, put up with; to admit; to agree, consent","Subjuntivo","Subjunctive","Futuro","Future","I will consent to","consintiere","consintieres","consintiere","consintieremos","consintiereis","consintieren","consintiendo","consenting to","consentido","consented to"
"consentir","to consent to; to allow, permit; to tolerate, put up with; to admit; to agree, consent","Subjuntivo","Subjunctive","Preterito perfecto","Present Perfect","I have consented to, consented to","haya consentido","hayas consentido","haya consentido","hayamos consentido","hayais consentido","hayan consentido","consintiendo","consenting to","consentido","consented to"
"consentir","to consent to; to allow, permit; to tolerate, put up with; to admit; to agree, consent","Subjuntivo","Subjunctive","Futuro perfecto","Future Perfect","I will have consented to","hubiere consentido","hubieres consentido","hubiere consentido","hubieremos consentido","hubiereis consentido","hubieren consentido","consintiendo","consenting to","consentido","consented to"
"consentir","to consent to; to allow, permit; to tolerate, put up with; to admit; to agree, consent","Subjuntivo","Subjunctive","Pluscuamperfecto","Past Perfect","I had consented to","hubiera consentido","hubieras consentido","hubiera consentido","hubieramos consentido","hubierais consentido","hubieran consentido","consintiendo","consenting to","consentido","consented to"
"consentir","to consent to; to allow, permit; to tolerate, put up with; to admit; to agree, consent","Imperativo Afirmativo","Imperative Affirmative","Presente","Present","Consent to! Don't consent to!",,"consiente","consienta","consintamos","consentid","consientan","consintiendo","consenting to","consentido","consented to"
"consentir","to consent to; to allow, permit; to tolerate, put up with; to admit; to agree, consent","Imperativo Negativo","Imperative Negative","Presente","Present","Consent to! Don't consent to!",,"no consientas","no consienta","no consintamos","no consintais","no consientan","consintiendo","consenting to","consentido","consented to"
"conservar","to preserve, conserve; to keep, retain","Indicativo","Indicative","Presente","Present","I preserve, am preserving","conservo","conservas","conserva","conservamos","conservais","conservan","conservando","preserving","conservado","preserved"
"conservar","to preserve, conserve; to keep, retain","Indicativo","Indicative","Futuro","Future","I will preserve","conservare","conservaras","conservara","conservaremos","conservareis","conservaran","conservando","preserving","conservado","preserved"
"conservar","to preserve, conserve; to keep, retain","Indicativo","Indicative","Imperfecto","Imperfect","I was preserving, used to preserve, preserved","conservaba","conservabas","conservaba","conservabamos","conservabais","conservaban","conservando","preserving","conservado","preserved"
"conservar","to preserve, conserve; to keep, retain","Indicativo","Indicative","Preterito","Preterite","I preserved","conserve","conservaste","conservó","conservamos","conservasteis","conservaron","conservando","preserving","conservado","preserved"
"conservar","to preserve, conserve; to keep, retain","Indicativo","Indicative","Condicional","Conditional","I would preserve","conservaria","conservarias","conservaria","conservariamos","conservariais","conservarian","conservando","preserving","conservado","preserved"
"conservar","to preserve, conserve; to keep, retain","Indicativo","Indicative","Preterito perfecto","Present Perfect","I have preserved","he conservado","has conservado","ha conservado","hemos conservado","habeis conservado","han conservado","conservando","preserving","conservado","preserved"
"conservar","to preserve, conserve; to keep, retain","Indicativo","Indicative","Futuro perfecto","Future Perfect","I will have preserved","habre conservado","habras conservado","habra conservado","habremos conservado","habreis conservado","habran conservado","conservando","preserving","conservado","preserved"
"conservar","to preserve, conserve; to keep, retain","Indicativo","Indicative","Pluscuamperfecto","Past Perfect","I had preserved","habia conservado","habias conservado","habia conservado","habiamos conservado","habiais conservado","habian conservado","conservando","preserving","conservado","preserved"
"conservar","to preserve, conserve; to keep, retain","Indicativo","Indicative","Preterito anterior","Preterite (Archaic)","I had preserved","hube conservado","hubiste conservado","hubo conservado","hubimos conservado","hubisteis conservado","hubieron conservado","conservando","preserving","conservado","preserved"
"conservar","to preserve, conserve; to keep, retain","Indicativo","Indicative","Condicional perfecto","Conditional Perfect","I would have preserved","habria conservado","habrias conservado","habria conservado","habriamos conservado","habriais conservado","habrian conservado","conservando","preserving","conservado","preserved"
"conservar","to preserve, conserve; to keep, retain","Subjuntivo","Subjunctive","Presente","Present","I preserve, am preserving","conserve","conserves","conserve","conservemos","conserveis","conserven","conservando","preserving","conservado","preserved"
"conservar","to preserve, conserve; to keep, retain","Subjuntivo","Subjunctive","Imperfecto","Imperfect","I preserved, was preserving","conservara","conservaras","conservara","conservaramos","conservarais","conservaran","conservando","preserving","conservado","preserved"
"conservar","to preserve, conserve; to keep, retain","Subjuntivo","Subjunctive","Futuro","Future","I will preserve","conservare","conservares","conservare","conservaremos","conservareis","conservaren","conservando","preserving","conservado","preserved"
"conservar","to preserve, conserve; to keep, retain","Subjuntivo","Subjunctive","Preterito perfecto","Present Perfect","I have preserved, preserved","haya conservado","hayas conservado","haya conservado","hayamos conservado","hayais conservado","hayan conservado","conservando","preserving","conservado","preserved"
"conservar","to preserve, conserve; to keep, retain","Subjuntivo","Subjunctive","Futuro perfecto","Future Perfect","I will have preserved","hubiere conservado","hubieres conservado","hubiere conservado","hubieremos conservado","hubiereis conservado","hubieren conservado","conservando","preserving","conservado","preserved"
"conservar","to preserve, conserve; to keep, retain","Subjuntivo","Subjunctive","Pluscuamperfecto","Past Perfect","I had preserved","hubiera conservado","hubieras conservado","hubiera conservado","hubieramos conservado","hubierais conservado","hubieran conservado","conservando","preserving","conservado","preserved"
"conservar","to preserve, conserve; to keep, retain","Imperativo Afirmativo","Imperative Affirmative","Presente","Present","Preserve! Don't preserve!",,"conserva","conserve","conservemos","conservad","conserven","conservando","preserving","conservado","preserved"
"conservar","to preserve, conserve; to keep, retain","Imperativo Negativo","Imperative Negative","Presente","Present","Preserve! Don't preserve!",,"no conserves","no conserve","no conservemos","no conserveis","no conserven","conservando","preserving","conservado","preserved"
"consistir","to consist [of], be composed [of]","Indicativo","Indicative","Presente","Present","I consist, am consisting","consisto","consistes","consiste","consistimos","consistis","consisten","consistiendo","consisting","consistido","consisted"
"consistir","to consist [of], be composed [of]","Indicativo","Indicative","Futuro","Future","I will consist","consistire","consistiras","consistira","consistiremos","consistireis","consistiran","consistiendo","consisting","consistido","consisted"
"consistir","to consist [of], be composed [of]","Indicativo","Indicative","Imperfecto","Imperfect","I was consisting, used to consist, consisted","consistia","consistias","consistia","consistiamos","consistiais","consistian","consistiendo","consisting","consistido","consisted"
"consistir","to consist [of], be composed [of]","Indicativo","Indicative","Preterito","Preterite","I consisted","consisti","consististe","consistió","consistimos","consististeis","consistieron","consistiendo","consisting","consistido","consisted"
"consistir","to consist [of], be composed [of]","Indicativo","Indicative","Condicional","Conditional","I would consist","consistiria","consistirias","consistiria","consistiriamos","consistiriais","consistirian","consistiendo","consisting","consistido","consisted"
"consistir","to consist [of], be composed [of]","Indicativo","Indicative","Preterito perfecto","Present Perfect","I have consisted","he consistido","has consistido","ha consistido","hemos consistido","habeis consistido","han consistido","consistiendo","consisting","consistido","consisted"
"consistir","to consist [of], be composed [of]","Indicativo","Indicative","Futuro perfecto","Future Perfect","I will have consisted","habre consistido","habras consistido","habra consistido","habremos consistido","habreis consistido","habran consistido","consistiendo","consisting","consistido","consisted"
"consistir","to consist [of], be composed [of]","Indicativo","Indicative","Pluscuamperfecto","Past Perfect","I had consisted","habia consistido","habias consistido","habia consistido","habiamos consistido","habiais consistido","habian consistido","consistiendo","consisting","consistido","consisted"
"consistir","to consist [of], be composed [of]","Indicativo","Indicative","Preterito anterior","Preterite (Archaic)","I had consisted","hube consistido","hubiste consistido","hubo consistido","hubimos consistido","hubisteis consistido","hubieron consistido","consistiendo","consisting","consistido","consisted"
"consistir","to consist [of], be composed [of]","Indicativo","Indicative","Condicional perfecto","Conditional Perfect","I would have consisted","habria consistido","habrias consistido","habria consistido","habriamos consistido","habriais consistido","habrian consistido","consistiendo","consisting","consistido","consisted"
"consistir","to consist [of], be composed [of]","Subjuntivo","Subjunctive","Presente","Present","I consist, am consisting","consista","consistas","consista","consistamos","consistais","consistan","consistiendo","consisting","consistido","consisted"
"consistir","to consist [of], be composed [of]","Subjuntivo","Subjunctive","Imperfecto","Imperfect","I consisted, was consisting","consistiera","consistieras","consistiera","consistieramos","consistierais","consistieran","consistiendo","consisting","consistido","consisted"
"consistir","to consist [of], be composed [of]","Subjuntivo","Subjunctive","Futuro","Future","I will consist","consistiere","consistieres","consistiere","consistieremos","consistiereis","consistieren","consistiendo","consisting","consistido","consisted"
"consistir","to consist [of], be composed [of]","Subjuntivo","Subjunctive","Preterito perfecto","Present Perfect","I have consisted, consisted","haya consistido","hayas consistido","haya consistido","hayamos consistido","hayais consistido","hayan consistido","consistiendo","consisting","consistido","consisted"
"consistir","to consist [of], be composed [of]","Subjuntivo","Subjunctive","Futuro perfecto","Future Perfect","I will have consisted","hubiere consistido","hubieres consistido","hubiere consistido","hubieremos consistido","hubiereis consistido","hubieren consistido","consistiendo","consisting","consistido","consisted"
"consistir","to consist [of], be composed [of]","Subjuntivo","Subjunctive","Pluscuamperfecto","Past Perfect","I had consisted","hubiera consistido","hubieras consistido","hubiera consistido","hubieramos consistido","hubierais consistido","hubieran consistido","consistiendo","consisting","consistido","consisted"
"consistir","to consist [of], be composed [of]","Imperativo Afirmativo","Imperative Affirmative","Presente","Present","Consist! Don't consist!",,"consiste","consista","consistamos","consistid","consistan","consistiendo","consisting","consistido","consisted"
"consistir","to consist [of], be composed [of]","Imperativo Negativo","Imperative Negative","Presente","Present","Consist! Don't consist!",,"no consistas","no consista","no consistamos","no consistais","no consistan","consistiendo","consisting","consistido","consisted"
"constituir","to constitute","Indicativo","Indicative","Presente","Present","I constitute, am constituting","constituyo","constituyes","constituye","constituimos","constituis","constituyen","constituyendo","constituting","constituido","constituted"
"constituir","to constitute","Indicativo","Indicative","Futuro","Future","I will constitute","constituire","constituiras","constituira","constituiremos","constituireis","constituiran","constituyendo","constituting","constituido","constituted"
"constituir","to constitute","Indicativo","Indicative","Imperfecto","Imperfect","I was constituting, used to constitute, constituted","constituia","constituias","constituia","constituiamos","constituiais","constituian","constituyendo","constituting","constituido","constituted"
"constituir","to constitute","Indicativo","Indicative","Preterito","Preterite","I constituted","constitui","constituiste","constituyó","constituimos","constituisteis","constituyeron","constituyendo","constituting","constituido","constituted"
"constituir","to constitute","Indicativo","Indicative","Condicional","Conditional","I would constitute","constituiria","constituirias","constituiria","constituiriamos","constituiriais","constituirian","constituyendo","constituting","constituido","constituted"
"constituir","to constitute","Indicativo","Indicative","Preterito perfecto","Present Perfect","I have constituted","he constituido","has constituido","ha constituido","hemos constituido","habeis constituido","han constituido","constituyendo","constituting","constituido","constituted"
"constituir","to constitute","Indicativo","Indicative","Futuro perfecto","Future Perfect","I will have constituted","habre constituido","habras constituido","habra constituido","habremos constituido","habreis constituido","habran constituido","constituyendo","constituting","constituido","constituted"
"constituir","to constitute","Indicativo","Indicative","Pluscuamperfecto","Past Perfect","I had constituted","habia constituido","habias constituido","habia constituido","habiamos constituido","habiais constituido","habian constituido","constituyendo","constituting","constituido","constituted"
"constituir","to constitute","Indicativo","Indicative","Preterito anterior","Preterite (Archaic)","I had constituted","hube constituido","hubiste constituido","hubo constituido","hubimos constituido","hubisteis constituido","hubieron constituido","constituyendo","constituting","constituido","constituted"
"constituir","to constitute","Indicativo","Indicative","Condicional perfecto","Conditional Perfect","I would have constituted","habria constituido","habrias constituido","habria constituido","habriamos constituido","habriais constituido","habrian constituido","constituyendo","constituting","constituido","constituted"
"constituir","to constitute","Subjuntivo","Subjunctive","Presente","Present","I constitute, am constituting","constituya","constituyas","constituya","constituyamos","constituyais","constituyan","constituyendo","constituting","constituido","constituted"
"constituir","to constitute","Subjuntivo","Subjunctive","Imperfecto","Imperfect","I constituted, was constituting","constituyera","constituyeras","constituyera","constituyeramos","constituyerais","constituyeran","constituyendo","constituting","constituido","constituted"
"constituir","to constitute","Subjuntivo","Subjunctive","Futuro","Future","I will constitute","constituyere","constituyeres","constituyere","constituyeremos","constituyereis","constituyeren","constituyendo","constituting","constituido","constituted"
"constituir","to constitute","Subjuntivo","Subjunctive","Preterito perfecto","Present Perfect","I have constituted, constituted","haya constituido","hayas constituido","haya constituido","hayamos constituido","hayais constituido","hayan constituido","constituyendo","constituting","constituido","constituted"
"constituir","to constitute","Subjuntivo","Subjunctive","Futuro perfecto","Future Perfect","I will have constituted","hubiere constituido","hubieres constituido","hubiere constituido","hubieremos constituido","hubiereis constituido","hubieren constituido","constituyendo","constituting","constituido","constituted"
"constituir","to constitute","Subjuntivo","Subjunctive","Pluscuamperfecto","Past Perfect","I had constituted","hubiera constituido","hubieras constituido","hubiera constituido","hubieramos constituido","hubierais constituido","hubieran constituido","constituyendo","constituting","constituido","constituted"
"constituir","to constitute","Imperativo Afirmativo","Imperative Affirmative","Presente","Present","Constitute! Don't constitute!",,"constituye","constituya","constituyamos","constituid","constituyan","constituyendo","constituting","constituido","constituted"
"constituir","to constitute","Imperativo Negativo","Imperative Negative","Presente","Present","Constitute! Don't constitute!",,"no constituyas","no constituya","no constituyamos","no constituyais","no constituyan","constituyendo","constituting","constituido","constituted"
"construir","to build, construct","Indicativo","Indicative","Presente","Present","I build, am building","construyo","construyes","construye","construimos","construis","construyen","construyendo","building","construido","built"
"construir","to build, construct","Indicativo","Indicative","Futuro","Future","I will build","construire","construiras","construira","construiremos","construireis","construiran","construyendo","building","construido","built"
"construir","to build, construct","Indicativo","Indicative","Imperfecto","Imperfect","I was building, used to build, built","construia","construias","construia","construiamos","construiais","construian","construyendo","building","construido","built"
"construir","to build, construct","Indicativo","Indicative","Preterito","Preterite","I built","construi","construiste","construyó","construimos","construisteis","construyeron","construyendo","building","construido","built"
"construir","to build, construct","Indicativo","Indicative","Condicional","Conditional","I would build","construiria","construirias","construiria","construiriamos","construiriais","construirian","construyendo","building","construido","built"
"construir","to build, construct","Indicativo","Indicative","Preterito perfecto","Present Perfect","I have built","he construido","has construido","ha construido","hemos construido","habeis construido","han construido","construyendo","building","construido","built"
"construir","to build, construct","Indicativo","Indicative","Futuro perfecto","Future Perfect","I will have built","habre construido","habras construido","habra construido","habremos construido","habreis construido","habran construido","construyendo","building","construido","built"
"construir","to build, construct","Indicativo","Indicative","Pluscuamperfecto","Past Perfect","I had built","habia construido","habias construido","habia construido","habiamos construido","habiais construido","habian construido","construyendo","building","construido","built"
"construir","to build, construct","Indicativo","Indicative","Preterito anterior","Preterite (Archaic)","I had built","hube construido","hubiste construido","hubo construido","hubimos construido","hubisteis construido","hubieron construido","construyendo","building","construido","built"
"construir","to build, construct","Indicativo","Indicative","Condicional perfecto","Conditional Perfect","I would have built","habria construido","habrias construido","habria construido","habriamos construido","habriais construido","habrian construido","construyendo","building","construido","built"
"construir","to build, construct","Subjuntivo","Subjunctive","Presente","Present","I build, am building","construya","construyas","construya","construyamos","construyais","construyan","construyendo","building","construido","built"
"construir","to build, construct","Subjuntivo","Subjunctive","Imperfecto","Imperfect","I built, was building","construyera","construyeras","construyera","construyeramos","construyerais","construyeran","construyendo","building","construido","built"
"construir","to build, construct","Subjuntivo","Subjunctive","Futuro","Future","I will build","construyere","construyeres","construyere","construyeremos","construyereis","construyeren","construyendo","building","construido","built"
"construir","to build, construct","Subjuntivo","Subjunctive","Preterito perfecto","Present Perfect","I have built, built","haya construido","hayas construido","haya construido","hayamos construido","hayais construido","hayan construido","construyendo","building","construido","built"
"construir","to build, construct","Subjuntivo","Subjunctive","Futuro perfecto","Future Perfect","I will have built","hubiere construido","hubieres construido","hubiere construido","hubieremos construido","hubiereis construido","hubieren construido","construyendo","building","construido","built"
"construir","to build, construct","Subjuntivo","Subjunctive","Pluscuamperfecto","Past Perfect","I had built","hubiera construido","hubieras construido","hubiera construido","hubieramos construido","hubierais construido","hubieran construido","construyendo","building","construido","built"
"construir","to build, construct","Imperativo Afirmativo","Imperative Affirmative","Presente","Present","Build! Don't build!",,"construye","construya","construyamos","construid","construyan","construyendo","building","construido","built"
"construir","to build, construct","Imperativo Negativo","Imperative Negative","Presente","Present","Build! Don't build!",,"no construyas","no construya","no construyamos","no construyais","no construyan","construyendo","building","construido","built"
"consumir","to consume, eat, use up","Indicativo","Indicative","Presente","Present","I consume, am consuming","consumo","consumes","consume","consumimos","consumis","consumen","consumiendo","consuming","consumido","consumed"
"consumir","to consume, eat, use up","Indicativo","Indicative","Futuro","Future","I will consume","consumire","consumiras","consumira","consumiremos","consumireis","consumiran","consumiendo","consuming","consumido","consumed"
"consumir","to consume, eat, use up","Indicativo","Indicative","Imperfecto","Imperfect","I was consuming, used to consume, consumed","consumia","consumias","consumia","consumiamos","consumiais","consumian","consumiendo","consuming","consumido","consumed"
"consumir","to consume, eat, use up","Indicativo","Indicative","Preterito","Preterite","I consumed","consumi","consumiste","consumió","consumimos","consumisteis","consumieron","consumiendo","consuming","consumido","consumed"
"consumir","to consume, eat, use up","Indicativo","Indicative","Condicional","Conditional","I would consume","consumiria","consumirias","consumiria","consumiriamos","consumiriais","consumirian","consumiendo","consuming","consumido","consumed"
"consumir","to consume, eat, use up","Indicativo","Indicative","Preterito perfecto","Present Perfect","I have consumed","he consumido","has consumido","ha consumido","hemos consumido","habeis consumido","han consumido","consumiendo","consuming","consumido","consumed"
"consumir","to consume, eat, use up","Indicativo","Indicative","Futuro perfecto","Future Perfect","I will have consumed","habre consumido","habras consumido","habra consumido","habremos consumido","habreis consumido","habran consumido","consumiendo","consuming","consumido","consumed"
"consumir","to consume, eat, use up","Indicativo","Indicative","Pluscuamperfecto","Past Perfect","I had consumed","habia consumido","habias consumido","habia consumido","habiamos consumido","habiais consumido","habian consumido","consumiendo","consuming","consumido","consumed"
"consumir","to consume, eat, use up","Indicativo","Indicative","Preterito anterior","Preterite (Archaic)","I had consumed","hube consumido","hubiste consumido","hubo consumido","hubimos consumido","hubisteis consumido","hubieron consumido","consumiendo","consuming","consumido","consumed"
"consumir","to consume, eat, use up","Indicativo","Indicative","Condicional perfecto","Conditional Perfect","I would have consumed","habria consumido","habrias consumido","habria consumido","habriamos consumido","habriais consumido","habrian consumido","consumiendo","consuming","consumido","consumed"
"consumir","to consume, eat, use up","Subjuntivo","Subjunctive","Presente","Present","I consume, am consuming","consuma","consumas","consuma","consumamos","consumais","consuman","consumiendo","consuming","consumido","consumed"
"consumir","to consume, eat, use up","Subjuntivo","Subjunctive","Imperfecto","Imperfect","I consumed, was consuming","consumiera","consumieras","consumiera","consumieramos","consumierais","consumieran","consumiendo","consuming","consumido","consumed"
"consumir","to consume, eat, use up","Subjuntivo","Subjunctive","Futuro","Future","I will consume","consumiere","consumieres","consumiere","consumieremos","consumiereis","consumieren","consumiendo","consuming","consumido","consumed"
"consumir","to consume, eat, use up","Subjuntivo","Subjunctive","Preterito perfecto","Present Perfect","I have consumed, consumed","haya consumido","hayas consumido","haya consumido","hayamos consumido","hayais consumido","hayan consumido","consumiendo","consuming","consumido","consumed"
"consumir","to consume, eat, use up","Subjuntivo","Subjunctive","Futuro perfecto","Future Perfect","I will have consumed","hubiere consumido","hubieres consumido","hubiere consumido","hubieremos consumido","hubiereis consumido","hubieren consumido","consumiendo","consuming","consumido","consumed"
"consumir","to consume, eat, use up","Subjuntivo","Subjunctive","Pluscuamperfecto","Past Perfect","I had consumed","hubiera consumido","hubieras consumido","hubiera consumido","hubieramos consumido","hubierais consumido","hubieran consumido","consumiendo","consuming","consumido","consumed"
"consumir","to consume, eat, use up","Imperativo Afirmativo","Imperative Affirmative","Presente","Present","Consume! Don't consume!",,"consume","consuma","consumamos","consumid","consuman","consumiendo","consuming","consumido","consumed"
"consumir","to consume, eat, use up","Imperativo Negativo","Imperative Negative","Presente","Present","Consume! Don't consume!",,"no consumas","no consuma","no consumamos","no consumais","no consuman","consumiendo","consuming","consumido","consumed"
"contaminar","to contaminate, pollute; to corrupt","Indicativo","Indicative","Presente","Present","I contaminate, am contaminating","contamino","contaminas","contamina","contaminamos","contaminais","contaminan","contaminando","contaminating","contaminado","contaminated"
"contaminar","to contaminate, pollute; to corrupt","Indicativo","Indicative","Futuro","Future","I will contaminate","contaminare","contaminaras","contaminara","contaminaremos","contaminareis","contaminaran","contaminando","contaminating","contaminado","contaminated"
"contaminar","to contaminate, pollute; to corrupt","Indicativo","Indicative","Imperfecto","Imperfect","I was contaminating, used to contaminate, contaminated","contaminaba","contaminabas","contaminaba","contaminabamos","contaminabais","contaminaban","contaminando","contaminating","contaminado","contaminated"
"contaminar","to contaminate, pollute; to corrupt","Indicativo","Indicative","Preterito","Preterite","I contaminated","contamine","contaminaste","contaminó","contaminamos","contaminasteis","contaminaron","contaminando","contaminating","contaminado","contaminated"
"contaminar","to contaminate, pollute; to corrupt","Indicativo","Indicative","Condicional","Conditional","I would contaminate","contaminaria","contaminarias","contaminaria","contaminariamos","contaminariais","contaminarian","contaminando","contaminating","contaminado","contaminated"
"contaminar","to contaminate, pollute; to corrupt","Indicativo","Indicative","Preterito perfecto","Present Perfect","I have contaminated","he contaminado","has contaminado","ha contaminado","hemos contaminado","habeis contaminado","han contaminado","contaminando","contaminating","contaminado","contaminated"
"contaminar","to contaminate, pollute; to corrupt","Indicativo","Indicative","Futuro perfecto","Future Perfect","I will have contaminated","habre contaminado","habras contaminado","habra contaminado","habremos contaminado","habreis contaminado","habran contaminado","contaminando","contaminating","contaminado","contaminated"
"contaminar","to contaminate, pollute; to corrupt","Indicativo","Indicative","Pluscuamperfecto","Past Perfect","I had contaminated","habia contaminado","habias contaminado","habia contaminado","habiamos contaminado","habiais contaminado","habian contaminado","contaminando","contaminating","contaminado","contaminated"
"contaminar","to contaminate, pollute; to corrupt","Indicativo","Indicative","Preterito anterior","Preterite (Archaic)","I had contaminated","hube contaminado","hubiste contaminado","hubo contaminado","hubimos contaminado","hubisteis contaminado","hubieron contaminado","contaminando","contaminating","contaminado","contaminated"
"contaminar","to contaminate, pollute; to corrupt","Indicativo","Indicative","Condicional perfecto","Conditional Perfect","I would have contaminated","habria contaminado","habrias contaminado","habria contaminado","habriamos contaminado","habriais contaminado","habrian contaminado","contaminando","contaminating","contaminado","contaminated"
"contaminar","to contaminate, pollute; to corrupt","Subjuntivo","Subjunctive","Presente","Present","I contaminate, am contaminating","contamine","contamines","contamine","contaminemos","contamineis","contaminen","contaminando","contaminating","contaminado","contaminated"
"contaminar","to contaminate, pollute; to corrupt","Subjuntivo","Subjunctive","Imperfecto","Imperfect","I contaminated, was contaminating","contaminara","contaminaras","contaminara","contaminaramos","contaminarais","contaminaran","contaminando","contaminating","contaminado","contaminated"
"contaminar","to contaminate, pollute; to corrupt","Subjuntivo","Subjunctive","Futuro","Future","I will contaminate","contaminare","contaminares","contaminare","contaminaremos","contaminareis","contaminaren","contaminando","contaminating","contaminado","contaminated"
"contaminar","to contaminate, pollute; to corrupt","Subjuntivo","Subjunctive","Preterito perfecto","Present Perfect","I have contaminated, contaminated","haya contaminado","hayas contaminado","haya contaminado","hayamos contaminado","hayais contaminado","hayan contaminado","contaminando","contaminating","contaminado","contaminated"
"contaminar","to contaminate, pollute; to corrupt","Subjuntivo","Subjunctive","Futuro perfecto","Future Perfect","I will have contaminated","hubiere contaminado","hubieres contaminado","hubiere contaminado","hubieremos contaminado","hubiereis contaminado","hubieren contaminado","contaminando","contaminating","contaminado","contaminated"
"contaminar","to contaminate, pollute; to corrupt","Subjuntivo","Subjunctive","Pluscuamperfecto","Past Perfect","I had contaminated","hubiera contaminado","hubieras contaminado","hubiera contaminado","hubieramos contaminado","hubierais contaminado","hubieran contaminado","contaminando","contaminating","contaminado","contaminated"
"contaminar","to contaminate, pollute; to corrupt","Imperativo Afirmativo","Imperative Affirmative","Presente","Present","Contaminate! Don't contaminate!",,"contamina","contamine","contaminemos","contaminad","contaminen","contaminando","contaminating","contaminado","contaminated"
"contaminar","to contaminate, pollute; to corrupt","Imperativo Negativo","Imperative Negative","Presente","Present","Contaminate! Don't contaminate!",,"no contamines","no contamine","no contaminemos","no contamineis","no contaminen","contaminando","contaminating","contaminado","contaminated"
"contar","to count, relate, tell","Indicativo","Indicative","Presente","Present","I count, am counting","cuento","cuentas","cuenta","contamos","contais","cuentan","contando","counting","contado","counted"
"contar","to count, relate, tell","Indicativo","Indicative","Futuro","Future","I will count","contare","contaras","contara","contaremos","contareis","contaran","contando","counting","contado","counted"
"contar","to count, relate, tell","Indicativo","Indicative","Imperfecto","Imperfect","I was counting, used to count, counted","contaba","contabas","contaba","contabamos","contabais","contaban","contando","counting","contado","counted"
"contar","to count, relate, tell","Indicativo","Indicative","Preterito","Preterite","I counted","conte","contaste","contó","contamos","contasteis","contaron","contando","counting","contado","counted"
"contar","to count, relate, tell","Indicativo","Indicative","Condicional","Conditional","I would count","contaria","contarias","contaria","contariamos","contariais","contarian","contando","counting","contado","counted"
"contar","to count, relate, tell","Indicativo","Indicative","Preterito perfecto","Present Perfect","I have counted","he contado","has contado","ha contado","hemos contado","habeis contado","han contado","contando","counting","contado","counted"
"contar","to count, relate, tell","Indicativo","Indicative","Futuro perfecto","Future Perfect","I will have counted","habre contado","habras contado","habra contado","habremos contado","habreis contado","habran contado","contando","counting","contado","counted"
"contar","to count, relate, tell","Indicativo","Indicative","Pluscuamperfecto","Past Perfect","I had counted","habia contado","habias contado","habia contado","habiamos contado","habiais contado","habian contado","contando","counting","contado","counted"
"contar","to count, relate, tell","Indicativo","Indicative","Preterito anterior","Preterite (Archaic)","I had counted","hube contado","hubiste contado","hubo contado","hubimos contado","hubisteis contado","hubieron contado","contando","counting","contado","counted"
"contar","to count, relate, tell","Indicativo","Indicative","Condicional perfecto","Conditional Perfect","I would have counted","habria contado","habrias contado","habria contado","habriamos contado","habriais contado","habrian contado","contando","counting","contado","counted"
"contar","to count, relate, tell","Subjuntivo","Subjunctive","Presente","Present","I count, am counting","cuente","cuentes","cuente","contemos","conteis","cuenten","contando","counting","contado","counted"
"contar","to count, relate, tell","Subjuntivo","Subjunctive","Imperfecto","Imperfect","I counted, was counting","contara","contaras","contara","contaramos","contarais","contaran","contando","counting","contado","counted"
"contar","to count, relate, tell","Subjuntivo","Subjunctive","Futuro","Future","I will count","contare","contares","contare","contaremos","contareis","contaren","contando","counting","contado","counted"
"contar","to count, relate, tell","Subjuntivo","Subjunctive","Preterito perfecto","Present Perfect","I have counted, counted","haya contado","hayas contado","haya contado","hayamos contado","hayais contado","hayan contado","contando","counting","contado","counted"
"contar","to count, relate, tell","Subjuntivo","Subjunctive","Futuro perfecto","Future Perfect","I will have counted","hubiere contado","hubieres contado","hubiere contado","hubieremos contado","hubiereis contado","hubieren contado","contando","counting","contado","counted"
"contar","to count, relate, tell","Subjuntivo","Subjunctive","Pluscuamperfecto","Past Perfect","I had counted","hubiera contado","hubieras contado","hubiera contado","hubieramos contado","hubierais contado","hubieran contado","contando","counting","contado","counted"
"contar","to count, relate, tell","Imperativo Afirmativo","Imperative Affirmative","Presente","Present","Count! Don't count!",,"cuenta","cuente","contemos","contad","cuenten","contando","counting","contado","counted"
